Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Chile,South America,Education Expenditure Per Person ,1,South AmericaEducation Expenditure Per Person 1,6,1
China,UN Security Council,Education Expenditure Per Person ,No Data,UN Security CouncilEducation Expenditure Per Person No Data,2,No Data
Colombia,South America,Education Expenditure Per Person ,1,South AmericaEducation Expenditure Per Person 1,6,1
Comoros,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Congo (Dem. Rep.),Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Congo (Rep.),Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Costa Rica,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Cote d'Ivoire,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Croatia,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Cuba,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Cyprus,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Czech Republic,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Denmark,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Djibouti,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Dominica,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Dominican Republic,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Ecuador,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Egypt,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
El Salvador,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Equatorial Guinea,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Eritrea,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Estonia,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Eswatini,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Ethiopia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Fiji,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Finland,Europe,Education Expenditure Per Person ,5,EuropeEducation Expenditure Per Person 5,2,5
France,UN Security Council,Education Expenditure Per Person ,4,UN Security CouncilEducation Expenditure Per Person 4,3,4
Gabon,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
"Gambia, The",Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Georgia,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Germany,Europe,Education Expenditure Per Person ,4,EuropeEducation Expenditure Per Person 4,3,4
Ghana,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Greece,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Grenada,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Guatemala,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Guinea,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Guinea-Bissau,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Guyana,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Haiti,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Honduras,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Hungary,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Iceland,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
India,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Indonesia,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Iran,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Iraq,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Ireland,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Israel,Asia,Education Expenditure Per Person ,3,AsiaEducation Expenditure Per Person 3,1,3
Italy,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Jamaica,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Japan,Asia,Education Expenditure Per Person ,2,AsiaEducation Expenditure Per Person 2,3,2
Jordan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Kazakhstan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Kenya,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Kiribati,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Korea (Dem. People’s Rep.),Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Korea (Rep.),Asia,Education Expenditure Per Person ,2,AsiaEducation Expenditure Per Person 2,3,2
Kosovo,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Kuwait,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Kyrgyzstan,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Laos,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Latvia,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Lebanon,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Lesotho,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Liberia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Libya,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Liechtenstein,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Lithuania,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Luxembourg,Europe,Education Expenditure Per Person ,7,EuropeEducation Expenditure Per Person 7,2,7
Macedonia,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Madagascar,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Malawi,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Malaysia,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Maldives,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Mali,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Malta,Europe,Education Expenditure Per Person ,3,EuropeEducation Expenditure Per Person 3,1,3
Marshall Islands,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Mauritania,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Mauritius,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Mexico,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Micronesia,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Moldova,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Monaco,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Mongolia,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Montenegro,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Morocco,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Mozambique,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Myanmar,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Namibia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Nauru,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Nepal,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Netherlands,Europe,Education Expenditure Per Person ,4,EuropeEducation Expenditure Per Person 4,3,4
New Zealand,Oceania,Education Expenditure Per Person ,4,OceaniaEducation Expenditure Per Person 4,1,4
Nicaragua,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Niger,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Nigeria,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Norway,Europe,Education Expenditure Per Person ,10,EuropeEducation Expenditure Per Person 10,1,10
Oman,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Pakistan,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Palau,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Panama,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Papua New Guinea,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Paraguay,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Peru,South America,Education Expenditure Per Person ,1,South AmericaEducation Expenditure Per Person 1,6,1
Philippines,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Poland,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Portugal,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Qatar,Asia,Education Expenditure Per Person ,5,AsiaEducation Expenditure Per Person 5,1,5
Romania,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Russia,UN Security Council,Education Expenditure Per Person ,No Data,UN Security CouncilEducation Expenditure Per Person No Data,2,No Data
Rwanda,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Saint Kitts and Nevis,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Saint Lucia,North America,Education Expenditure Per Person ,1,North AmericaEducation Expenditure Per Person 1,7,1
Saint Vincent and the Grenadines,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Samoa,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
San Marino,Europe,Education Expenditure Per Person ,No Data,EuropeEducation Expenditure Per Person No Data,19,No Data
Sao Tome and Principe,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Saudi Arabia,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Senegal,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Serbia,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
Seychelles,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Sierra Leone,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Singapore,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Slovakia,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Slovenia,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Solomon Islands,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Somalia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
South Africa,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
South Sudan,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Spain,Europe,Education Expenditure Per Person ,2,EuropeEducation Expenditure Per Person 2,6,2
Sri Lanka,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Sudan,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Suriname,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Sweden,Europe,Education Expenditure Per Person ,7,EuropeEducation Expenditure Per Person 7,2,7
Switzerland,Europe,Education Expenditure Per Person ,6,EuropeEducation Expenditure Per Person 6,1,6
Syria,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Taiwan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Tajikistan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Tanzania,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Thailand,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Timor-Leste,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Togo,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Tonga,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Trinidad and Tobago,North America,Education Expenditure Per Person ,No Data,North AmericaEducation Expenditure Per Person No Data,14,No Data
Tunisia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Turkey,Asia,Education Expenditure Per Person ,1,AsiaEducation Expenditure Per Person 1,15,1
Turkmenistan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Tuvalu,Oceania,Education Expenditure Per Person ,No Data,OceaniaEducation Expenditure Per Person No Data,11,No Data
Uganda,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Ukraine,Europe,Education Expenditure Per Person ,1,EuropeEducation Expenditure Per Person 1,10,1
United Arab Emirates,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
United Kingdom,UN Security Council,Education Expenditure Per Person ,4,UN Security CouncilEducation Expenditure Per Person 4,3,4
United States,UN Security Council,Education Expenditure Per Person ,4,UN Security CouncilEducation Expenditure Per Person 4,3,4
Uruguay,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Uzbekistan,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Vanuatu,Oceania,Education Expenditure Per Person ,1,OceaniaEducation Expenditure Per Person 1,1,1
Venezuela,South America,Education Expenditure Per Person ,No Data,South AmericaEducation Expenditure Per Person No Data,6,No Data
Vietnam,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Yemen,Asia,Education Expenditure Per Person ,No Data,AsiaEducation Expenditure Per Person No Data,23,No Data
Zambia,Africa,Education Expenditure Per Person ,No Data,AfricaEducation Expenditure Per Person No Data,33,No Data
Zimbabwe,Africa,Education Expenditure Per Person ,1,AfricaEducation Expenditure Per Person 1,21,1
Afghanistan,Asia,School Life Expectancy (Years),4,AsiaSchool Life Expectancy (Years)4,8,4
Albania,Europe,School Life Expectancy (Years),8,EuropeSchool Life Expectancy (Years)8,13,8
Algeria,Africa,School Life Expectancy (Years),6,AfricaSchool Life Expectancy (Years)6,7,6
Andorra,Europe,School Life Expectancy (Years),No Data,EuropeSchool Life Expectancy (Years)No Data,3,No Data
Angola,Africa,School Life Expectancy (Years),4,AfricaSchool Life Expectancy (Years)4,13,4
Antigua & Barbuda,North America,School Life Expectancy (Years),6,North AmericaSchool Life Expectancy (Years)6,7,6
Argentina,South America,School Life Expectancy (Years),8,South AmericaSchool Life Expectancy (Years)8,3,8
