Country,Contient,Category,Bucket
Equatorial Guinea,Africa,education expenditure% of GDP,No Data
Eritrea,Africa,education expenditure% of GDP,No Data
Estonia,Europe,education expenditure% of GDP,No Data
Eswatini,Africa,education expenditure% of GDP,No Data
Ethiopia,Africa,education expenditure% of GDP,No Data
Fiji,Oceania,education expenditure% of GDP,No Data
Finland,Europe,education expenditure% of GDP,10
France,UN Security Council,education expenditure% of GDP,7
Gabon,Africa,education expenditure% of GDP,No Data
"Gambia, The",Africa,education expenditure% of GDP,No Data
Georgia,Europe,education expenditure% of GDP,No Data
Germany,Europe,education expenditure% of GDP,6
Ghana,Africa,education expenditure% of GDP,8
Greece,Europe,education expenditure% of GDP,No Data
Grenada,North America,education expenditure% of GDP,No Data
Guatemala,North America,education expenditure% of GDP,3
Guinea,Africa,education expenditure% of GDP,3
Guinea-Bissau,Africa,education expenditure% of GDP,No Data
Guyana,South America,education expenditure% of GDP,No Data
Haiti,North America,education expenditure% of GDP,No Data
Honduras,North America,education expenditure% of GDP,No Data
Hungary,Europe,education expenditure% of GDP,6
Iceland,Europe,education expenditure% of GDP,No Data
India,Asia,education expenditure% of GDP,No Data
Indonesia,Asia,education expenditure% of GDP,4
Iran,Asia,education expenditure% of GDP,3
Iraq,Asia,education expenditure% of GDP,No Data
Ireland,Europe,education expenditure% of GDP,No Data
Israel,Asia,education expenditure% of GDP,8
Italy,Europe,education expenditure% of GDP,5
Jamaica,North America,education expenditure% of GDP,8
Japan,Asia,education expenditure% of GDP,4
Jordan,Asia,education expenditure% of GDP,No Data
Kazakhstan,Asia,education expenditure% of GDP,No Data
Kenya,Africa,education expenditure% of GDP,7
Kiribati,Oceania,education expenditure% of GDP,No Data
Korea (Dem. People’s Rep.),Asia,education expenditure% of GDP,No Data
Korea (Rep.),Asia,education expenditure% of GDP,7
Kosovo,Europe,education expenditure% of GDP,No Data
Kuwait,Asia,education expenditure% of GDP,No Data
Kyrgyzstan,Asia,education expenditure% of GDP,7
Laos,Asia,education expenditure% of GDP,3
Latvia,Europe,education expenditure% of GDP,7
Lebanon,Asia,education expenditure% of GDP,No Data
Lesotho,Africa,education expenditure% of GDP,No Data
Liberia,Africa,education expenditure% of GDP,No Data
Libya,Africa,education expenditure% of GDP,No Data
Liechtenstein,Europe,education expenditure% of GDP,No Data
Lithuania,Europe,education expenditure% of GDP,6
Luxembourg,Europe,education expenditure% of GDP,5
Macedonia,Europe,education expenditure% of GDP,No Data
Madagascar,Africa,education expenditure% of GDP,No Data
Malawi,Africa,education expenditure% of GDP,6
Malaysia,Asia,education expenditure% of GDP,7
Maldives,Asia,education expenditure% of GDP,4
Mali,Africa,education expenditure% of GDP,4
Malta,Europe,education expenditure% of GDP,10
Marshall Islands,Oceania,education expenditure% of GDP,No Data
Mauritania,Africa,education expenditure% of GDP,No Data
Mauritius,Africa,education expenditure% of GDP,6
Mexico,North America,education expenditure% of GDP,7
Micronesia,Oceania,education expenditure% of GDP,No Data
Moldova,Europe,education expenditure% of GDP,10
Monaco,Europe,education expenditure% of GDP,1
Mongolia,Asia,education expenditure% of GDP,6
Montenegro,Europe,education expenditure% of GDP,No Data
Morocco,Africa,education expenditure% of GDP,No Data
Mozambique,Africa,education expenditure% of GDP,No Data
Myanmar,Asia,education expenditure% of GDP,No Data
Namibia,Africa,education expenditure% of GDP,No Data
Nauru,Oceania,education expenditure% of GDP,No Data
Nepal,Asia,education expenditure% of GDP,5
Netherlands,Europe,education expenditure% of GDP,7
New Zealand,Oceania,education expenditure% of GDP,9
Nicaragua,North America,education expenditure% of GDP,No Data
Niger,Africa,education expenditure% of GDP,9
Nigeria,Africa,education expenditure% of GDP,No Data
Norway,Europe,education expenditure% of GDP,10
Oman,Asia,education expenditure% of GDP,No Data
Pakistan,Asia,education expenditure% of GDP,3
Palau,Oceania,education expenditure% of GDP,No Data
Panama,North America,education expenditure% of GDP,No Data
Papua New Guinea,Oceania,education expenditure% of GDP,No Data
Paraguay,South America,education expenditure% of GDP,No Data
Peru,South America,education expenditure% of GDP,5
Philippines,Asia,education expenditure% of GDP,No Data
Poland,Europe,education expenditure% of GDP,6
Portugal,Europe,education expenditure% of GDP,7
Qatar,Asia,education expenditure% of GDP,4
Romania,Europe,education expenditure% of GDP,4
Russia,UN Security Council,education expenditure% of GDP,No Data
Rwanda,Africa,education expenditure% of GDP,No Data
Saint Kitts and Nevis,North America,education expenditure% of GDP,No Data
Saint Lucia,North America,education expenditure% of GDP,5
Saint Vincent and the Grenadines,North America,education expenditure% of GDP,No Data
Samoa,Oceania,education expenditure% of GDP,No Data
San Marino,Europe,education expenditure% of GDP,No Data
Sao Tome and Principe,Africa,education expenditure% of GDP,5
Saudi Arabia,Asia,education expenditure% of GDP,No Data
Senegal,Africa,education expenditure% of GDP,10
Serbia,Europe,education expenditure% of GDP,5
Seychelles,Africa,education expenditure% of GDP,No Data
Sierra Leone,Africa,education expenditure% of GDP,3
Singapore,Asia,education expenditure% of GDP,No Data
Slovakia,Europe,education expenditure% of GDP,5
Slovenia,Europe,education expenditure% of GDP,7
Solomon Islands,Oceania,education expenditure% of GDP,No Data
Somalia,Africa,education expenditure% of GDP,No Data
South Africa,Africa,education expenditure% of GDP,8
South Sudan,Africa,education expenditure% of GDP,2
Spain,Europe,education expenditure% of GDP,5
Sri Lanka,Asia,education expenditure% of GDP,2
Sudan,Africa,education expenditure% of GDP,No Data
Suriname,South America,education expenditure% of GDP,No Data
Sweden,Europe,education expenditure% of GDP,10
Switzerland,Europe,education expenditure% of GDP,7
Syria,Asia,education expenditure% of GDP,No Data
Taiwan,Asia,education expenditure% of GDP,No Data
Tajikistan,Asia,education expenditure% of GDP,No Data
Tanzania,Africa,education expenditure% of GDP,4
Thailand,Asia,education expenditure% of GDP,No Data
Timor-Leste,Asia,education expenditure% of GDP,No Data
Togo,Africa,education expenditure% of GDP,6
Tonga,Oceania,education expenditure% of GDP,No Data
Trinidad and Tobago,North America,education expenditure% of GDP,No Data
Tunisia,Africa,education expenditure% of GDP,No Data
Turkey,Asia,education expenditure% of GDP,6
Turkmenistan,Asia,education expenditure% of GDP,No Data
Tuvalu,Oceania,education expenditure% of GDP,No Data
Uganda,Africa,education expenditure% of GDP,2
Ukraine,Europe,education expenditure% of GDP,8
United Arab Emirates,Asia,education expenditure% of GDP,No Data
United Kingdom,UN Security Council,education expenditure% of GDP,8
United States,UN Security Council,education expenditure% of GDP,6
Uruguay,South America,education expenditure% of GDP,No Data
Uzbekistan,Asia,education expenditure% of GDP,No Data
Vanuatu,Oceania,education expenditure% of GDP,6
Venezuela,South America,education expenditure% of GDP,No Data
Vietnam,Asia,education expenditure% of GDP,No Data
Yemen,Asia,education expenditure% of GDP,No Data
Zambia,Africa,education expenditure% of GDP,No Data
Zimbabwe,Africa,education expenditure% of GDP,10
Afghanistan,Asia,education expenditure per person ,1
Albania,Europe,education expenditure per person ,No Data
Algeria,Africa,education expenditure per person ,No Data
Andorra,Europe,education expenditure per person ,No Data
Angola,Africa,education expenditure per person ,No Data
Antigua & Barbuda,North America,education expenditure per person ,No Data
Argentina,South America,education expenditure per person ,1
Armenia,Europe,education expenditure per person ,1
Australia,Oceania,education expenditure per person ,5
Austria,Europe,education expenditure per person ,4
Azerbaijan,Europe,education expenditure per person ,1
Bahamas,North America,education expenditure per person ,No Data
Bahrain,Asia,education expenditure per person ,1
Bangladesh,Asia,education expenditure per person ,No Data
Barbados,North America,education expenditure per person ,2
Belarus,Europe,education expenditure per person ,1
Belgium,Europe,education expenditure per person ,5
Belize,North America,education expenditure per person ,1
Benin,Africa,education expenditure per person ,1
Bhutan,Asia,education expenditure per person ,1
Bolivia,South America,education expenditure per person ,1
Bosnia and Herzegovina,Europe,education expenditure per person ,No Data
Botswana,Africa,education expenditure per person ,No Data
Brazil,South America,education expenditure per person ,1
Brunei,Asia,education expenditure per person ,2
Bulgaria,Europe,education expenditure per person ,No Data
Burkina Faso,Africa,education expenditure per person ,1
Burundi,Africa,education expenditure per person ,No Data
Cabo Verde,Africa,education expenditure per person ,1
Cambodia,Asia,education expenditure per person ,1
Cameroon,Africa,education expenditure per person ,No Data
Canada,North America,education expenditure per person ,No Data
Central African Republic,Africa,education expenditure per person ,No Data
Chad,Africa,education expenditure per person ,No Data
Chile,South America,education expenditure per person ,1
China,UN Security Council,education expenditure per person ,No Data
Colombia,South America,education expenditure per person ,1
Comoros,Africa,education expenditure per person ,1
Congo (Dem. Rep.),Africa,education expenditure per person ,No Data
Congo (Rep.),Africa,education expenditure per person ,No Data
Costa Rica,North America,education expenditure per person ,1
Cote d'Ivoire,Africa,education expenditure per person ,1
Croatia,Europe,education expenditure per person ,No Data
Cuba,North America,education expenditure per person ,No Data
Cyprus,Europe,education expenditure per person ,No Data
Czech Republic,Europe,education expenditure per person ,No Data
Denmark,Europe,education expenditure per person ,No Data
Djibouti,Africa,education expenditure per person ,No Data
Dominica,North America,education expenditure per person ,No Data
Dominican Republic,North America,education expenditure per person ,No Data
Ecuador,South America,education expenditure per person ,No Data
Egypt,Africa,education expenditure per person ,No Data
El Salvador,North America,education expenditure per person ,1
Equatorial Guinea,Africa,education expenditure per person ,No Data
Eritrea,Africa,education expenditure per person ,No Data
Estonia,Europe,education expenditure per person ,No Data
Eswatini,Africa,education expenditure per person ,No Data
Ethiopia,Africa,education expenditure per person ,No Data
Fiji,Oceania,education expenditure per person ,No Data
Finland,Europe,education expenditure per person ,5
France,UN Security Council,education expenditure per person ,4
Gabon,Africa,education expenditure per person ,No Data
"Gambia, The",Africa,education expenditure per person ,No Data
Georgia,Europe,education expenditure per person ,No Data
Germany,Europe,education expenditure per person ,4
Ghana,Africa,education expenditure per person ,1
Greece,Europe,education expenditure per person ,No Data
Grenada,North America,education expenditure per person ,No Data
Guatemala,North America,education expenditure per person ,1
Guinea,Africa,education expenditure per person ,1
Guinea-Bissau,Africa,education expenditure per person ,No Data
Guyana,South America,education expenditure per person ,No Data
Haiti,North America,education expenditure per person ,No Data
Honduras,North America,education expenditure per person ,No Data
Hungary,Europe,education expenditure per person ,1
Iceland,Europe,education expenditure per person ,No Data
India,Asia,education expenditure per person ,No Data
Indonesia,Asia,education expenditure per person ,1
Iran,Asia,education expenditure per person ,1
Iraq,Asia,education expenditure per person ,No Data
Ireland,Europe,education expenditure per person ,No Data
Israel,Asia,education expenditure per person ,3
Italy,Europe,education expenditure per person ,2
Jamaica,North America,education expenditure per person ,1
Japan,Asia,education expenditure per person ,2
Jordan,Asia,education expenditure per person ,No Data
Kazakhstan,Asia,education expenditure per person ,No Data
Kenya,Africa,education expenditure per person ,1
Kiribati,Oceania,education expenditure per person ,No Data
Korea (Dem. People’s Rep.),Asia,education expenditure per person ,No Data
Korea (Rep.),Asia,education expenditure per person ,2
Kosovo,Europe,education expenditure per person ,No Data
Kuwait,Asia,education expenditure per person ,No Data
Kyrgyzstan,Asia,education expenditure per person ,1
Laos,Asia,education expenditure per person ,1
Latvia,Europe,education expenditure per person ,2
Lebanon,Asia,education expenditure per person ,No Data
Lesotho,Africa,education expenditure per person ,No Data
Liberia,Africa,education expenditure per person ,No Data
Libya,Africa,education expenditure per person ,No Data
Liechtenstein,Europe,education expenditure per person ,No Data
Lithuania,Europe,education expenditure per person ,1
Luxembourg,Europe,education expenditure per person ,7
Macedonia,Europe,education expenditure per person ,No Data
Madagascar,Africa,education expenditure per person ,No Data
Malawi,Africa,education expenditure per person ,1
Malaysia,Asia,education expenditure per person ,1
Maldives,Asia,education expenditure per person ,1
Mali,Africa,education expenditure per person ,1
Malta,Europe,education expenditure per person ,3
Marshall Islands,Oceania,education expenditure per person ,No Data
Mauritania,Africa,education expenditure per person ,No Data
Mauritius,Africa,education expenditure per person ,1
Mexico,North America,education expenditure per person ,1
Micronesia,Oceania,education expenditure per person ,No Data
Moldova,Europe,education expenditure per person ,1
Monaco,Europe,education expenditure per person ,No Data
Mongolia,Asia,education expenditure per person ,1
Montenegro,Europe,education expenditure per person ,No Data
Morocco,Africa,education expenditure per person ,No Data
Mozambique,Africa,education expenditure per person ,No Data
Myanmar,Asia,education expenditure per person ,No Data
Namibia,Africa,education expenditure per person ,No Data
Nauru,Oceania,education expenditure per person ,No Data
Nepal,Asia,education expenditure per person ,1
Netherlands,Europe,education expenditure per person ,4
New Zealand,Oceania,education expenditure per person ,4
Nicaragua,North America,education expenditure per person ,No Data
Niger,Africa,education expenditure per person ,1
Nigeria,Africa,education expenditure per person ,No Data
Norway,Europe,education expenditure per person ,10
Oman,Asia,education expenditure per person ,No Data
Pakistan,Asia,education expenditure per person ,1
